,company_name,address,category,telephon
382,افندينا للعقارات,8 ش الاشراف  حدائق المعادى  المعادى  القاهرة.,,+201282480815 
383,افندينا للعقارات,8 ش الاشراف  حدائق المعادى  المعادى  القاهرة.,, +201012737484
384,اكاديا العقارية,فيلا 269 - ش التسعين الجنوبى  التجمع الخامس  القاهرة الجديدة  القاهرة.,,+201012222126 
385,اكاديا العقارية,فيلا 269 - ش التسعين الجنوبى  التجمع الخامس  القاهرة الجديدة  القاهرة.,, +201012222127 
386,اكاديا العقارية,فيلا 269 - ش التسعين الجنوبى  التجمع الخامس  القاهرة الجديدة  القاهرة.,, 16051
387,اكام ديفيلوبمنتس,القطعة 303 ش التسعين الجنوبى  التجمع الخامس  القاهرة الجديدة  القاهرة.,,16224
388,اكام للتطوير والتنمية العمرانية,303 بش التسعين الجنوبى  التجمع الخامس  القاهرة الجديدة  القاهرة.,,+201115559985 
389,اكام للتطوير والتنمية العمرانية,303 بش التسعين الجنوبى  التجمع الخامس  القاهرة الجديدة  القاهرة.,, +201122274445 
390,اكام للتطوير والتنمية العمرانية,303 بش التسعين الجنوبى  التجمع الخامس  القاهرة الجديدة  القاهرة.,, +201011374878 
391,اكام للتطوير والتنمية العمرانية,303 بش التسعين الجنوبى  التجمع الخامس  القاهرة الجديدة  القاهرة.,, +201116017775
392,اكتيف جروب للاستثمار العقارى,6 عمارات الشركة السعودية ش النزهة  الدور 2  ارض الجولف  مصر الجديدة  القاهرة.,,+20226901777 
393,اكتيف جروب للاستثمار العقارى,6 عمارات الشركة السعودية ش النزهة  الدور 2  ارض الجولف  مصر الجديدة  القاهرة.,, +201064599990
394,اكتيف للاستثمار والتنمية العقارية,67 ش حسنين هيكل  مدينة نصر  القاهرة.,,+20222718709 
395,اكتيف للاستثمار والتنمية العقارية,67 ش حسنين هيكل  مدينة نصر  القاهرة.,, +20222720973 
396,اكتيف للاستثمار والتنمية العقارية,67 ش حسنين هيكل  مدينة نصر  القاهرة.,, +201211210659 
397,اكتيف للاستثمار والتنمية العقارية,67 ش حسنين هيكل  مدينة نصر  القاهرة.,, +201141336624
398,اكسبات ايجيبت للعقارات والاستشارات السياحية,19 ش حسن عاصم متفرع من ش البرازيل  الزمالك  القاهرة.,,+20227364548 
399,اكسبات ايجيبت للعقارات والاستشارات السياحية,19 ش حسن عاصم متفرع من ش البرازيل  الزمالك  القاهرة.,, +201223393544 
400,اكسبات ايجيبت للعقارات والاستشارات السياحية,19 ش حسن عاصم متفرع من ش البرازيل  الزمالك  القاهرة.,, +201064027499
401,اكسبريس الاستثمار العقارى,119 ش المنيل  المنيل  القاهرة.,,+201000400663
402,اكستريم للعقارات,70 ش جوزيف تيتو  النزهة الجديدة  القاهرة.,,+20226247400 
403,اكستريم للعقارات,70 ش جوزيف تيتو  النزهة الجديدة  القاهرة.,, +201066332312
404,اكستنشن بروبرتيز,فيلا 118 - - الحى الاول  التجمع الخامس  القاهرة الجديدة  القاهرة.,,+201144442106 
405,اكستنشن بروبرتيز,فيلا 118 - - الحى الاول  التجمع الخامس  القاهرة الجديدة  القاهرة.,, +201144442103
406,اكسل للاستثمار العقارى,1 ش الالفى - الجزيرة  دار السلام  القاهرة.,,+201117455551 
407,اكسل للاستثمار العقارى,1 ش الالفى - الجزيرة  دار السلام  القاهرة.,, +201000325049
408,اكسيس للتنمية العقارية,20 ش احمد الزمر  الحى الثامن  مدينة نصر  القاهرة.,,+20222758832 
409,اكسيس للتنمية العقارية,20 ش احمد الزمر  الحى الثامن  مدينة نصر  القاهرة.,, +20222759051 
410,اكسيس للتنمية العقارية,20 ش احمد الزمر  الحى الثامن  مدينة نصر  القاهرة.,, +201005441166
411,اكسيوم للتطوير العقارى,فيلا 297 ش التسعين الجنوبى  النرجس 2  النرجس  القاهرة الجديدة  القاهرة.,,19447 
412,اكسيوم للتطوير العقارى,فيلا 297 ش التسعين الجنوبى  النرجس 2  النرجس  القاهرة الجديدة  القاهرة.,, +201110004416
413,اكنان للتطوير العقارى,148 ش العروبة  متفرع من ش التسعين  التجمع الخامس  القاهرة الجديدة  القاهرة.,,15218
414,اكويتى ستون كابيتال,فيلا 287 - - المنطقة ج  جنوب الاكاديمية  القاهرة الجديدة  القاهرة.,,+201003387575
415,ال بركات للتسويق العقارى والمنشآت,121 - الحى الثالث - التجمع الخامس  القاهرة الجديدة  القاهرة.,,+20225622754 
416,ال بركات للتسويق العقارى والمنشآت,121 - الحى الثالث - التجمع الخامس  القاهرة الجديدة  القاهرة.,, +201063339661
417,ال حماد لبيع وتقسيم الاراضى,110 ش جسر البحر  شبرا  القاهرة.,,+20221962044 
418,ال حماد لبيع وتقسيم الاراضى,110 ش جسر البحر  شبرا  القاهرة.,, +20221962199
419,ال حماد للاراضى,110 ش جسر البحر  الساحل  القاهرة.,,+201001041901
420,ال خطاب,250 - الحى الرابع - الدور 5  القاهرة الجديدة  القاهرة.,,+20225416600 
421,ال خطاب,250 - الحى الرابع - الدور 5  القاهرة الجديدة  القاهرة.,, +201112900062 
422,ال خطاب,250 - الحى الرابع - الدور 5  القاهرة الجديدة  القاهرة.,, +201008477527 
423,ال خطاب,250 - الحى الرابع - الدور 5  القاهرة الجديدة  القاهرة.,, +201271171726
424,ال درويش للعقارات,26 ش هيئة المينا متفرع من ش مصر للطيران  النزهة الجديدة  القاهرة.,,+20226208267 
425,ال درويش للعقارات,26 ش هيئة المينا متفرع من ش مصر للطيران  النزهة الجديدة  القاهرة.,, +201227765752
426,ال دياب للعقارات,1 ج عمارات الفاروقية -  جسر السويس  القاهرة.,,+201009498997
427,ال سعودى للعقارات,38 ش غرب السكة الحديد  عزبة النخل  القاهرة.,,+201150700242
428,ال علاء,3 مساكن الجيزة -  القطامية  القاهرة.,,+20227577620
429,ال غزال للعقارات,2 ش سليمان غزال  المرج  القاهرة.,,+201093700072 
430,ال غزال للعقارات,2 ش سليمان غزال  المرج  القاهرة.,, +201111850316
431,ال فواز للتسويق العقارى,ش الطيران  الشقة 4  الدور 2  مدينة نصر  القاهرة.,,+201002325333 
432,ال فواز للتسويق العقارى,ش الطيران  الشقة 4  الدور 2  مدينة نصر  القاهرة.,, +201005889118
433,ال كساب للاستثمار العقارى,12 ش شهاب الدين متفرع من ش محمد رفعت  مصر الجديدة  القاهرة.,,+20222418430 
434,ال كساب للاستثمار العقارى,12 ش شهاب الدين متفرع من ش محمد رفعت  مصر الجديدة  القاهرة.,, +201222895097
435,ال ماجد,9 ش احمد موسى متفرع من ش ترعة الجبل  الزيتون  القاهرة.,,+201200049950 
436,ال ماجد,9 ش احمد موسى متفرع من ش ترعة الجبل  الزيتون  القاهرة.,, +201227786582
437,ال مسلم للعقارات,11 ش المزرعة - كفر الشرفا  المرج  القاهرة.,,+201128202790
438,ال نعيم للاستثمار العقارى,25 ش مسجد الرضا  عين شمس الشرقية  القاهرة.,,+20224922644 
439,ال نعيم للاستثمار العقارى,25 ش مسجد الرضا  عين شمس الشرقية  القاهرة.,, +201222446302
440,ال نوفل للعقارات,1 ش البترول  المرج  القاهرة.,,+201286194700
441,ال يحيى للعقارات,2  حارة سيد متولى  عرب جسر السويس  جسر السويس  القاهرة.,,+201125052589 
442,ال يحيى للعقارات,2  حارة سيد متولى  عرب جسر السويس  جسر السويس  القاهرة.,, +201023058002
443,الاء للاستثمار العقارى,38 ش الصادق عليش  عين شمس الشرقية  القاهرة.,,+201118709209 
444,الاء للاستثمار العقارى,38 ش الصادق عليش  عين شمس الشرقية  القاهرة.,, +201007140534
445,الاباظية للاستثمارالعقارى,46 ش عبد الله العربى  امتداد ش الطيران  الحى السابع  مدينة نصر  القاهرة.,,+20226714531 
446,الاباظية للاستثمارالعقارى,46 ش عبد الله العربى  امتداد ش الطيران  الحى السابع  مدينة نصر  القاهرة.,, +20226714532 
447,الاباظية للاستثمارالعقارى,46 ش عبد الله العربى  امتداد ش الطيران  الحى السابع  مدينة نصر  القاهرة.,, +201200007172 
448,الاباظية للاستثمارالعقارى,46 ش عبد الله العربى  امتداد ش الطيران  الحى السابع  مدينة نصر  القاهرة.,, +201274000406 
449,الاباظية للاستثمارالعقارى,46 ش عبد الله العربى  امتداد ش الطيران  الحى السابع  مدينة نصر  القاهرة.,, +20226714540
450,الابناء للتنمية العقارية,18 ش متحف المطرية  عين شمس  القاهرة.,,+20226421950
451,الابيض للتسويق العقارى,13 ش خليل ابن قلاوون  ميدان الحجاز  مصر الجديدة  القاهرة.,,+20222679837 
452,الابيض للتسويق العقارى,13 ش خليل ابن قلاوون  ميدان الحجاز  مصر الجديدة  القاهرة.,, +20222679836 
453,الابيض للتسويق العقارى,13 ش خليل ابن قلاوون  ميدان الحجاز  مصر الجديدة  القاهرة.,, +201022245799 
454,الابيض للتسويق العقارى,13 ش خليل ابن قلاوون  ميدان الحجاز  مصر الجديدة  القاهرة.,, +201020539313
455,الاتحاد,ش الخمسين  جسر السويس  القاهرة.,,+201112400420
456,الاتحاد العربى للاستثمارات,5 طريق صلاح سالم  مدينة نصر  القاهرة.,,+20224182695
457,الاتحاد للتسويق العقارى,17 ش احمد كمال  متفرع من ش عبد الحميد بدوى  النزهة  مصر الجديدة  القاهرة.,,+20226231001
458,الاتحاد للخدمات العقارية,35 ش 270 متفرع من ش العروبة  المعادى الجديدة  المعادى  القاهرة.,,+20227032148 
459,الاتحاد للخدمات العقارية,35 ش 270 متفرع من ش العروبة  المعادى الجديدة  المعادى  القاهرة.,, +201223863763
460,الاتحاد للعقارات,14 ش رايل  حلوان  القاهرة.,,+201142161360 
461,الاتحاد للعقارات,14 ش رايل  حلوان  القاهرة.,, +201226572504
462,الاتحاد للعقارات,1 ش عبد الحميد العشماوى  المعادى  القاهرة.,,+201228598551 
463,الاتحاد للعقارات,1 ش عبد الحميد العشماوى  المعادى  القاهرة.,, +201119064092 
464,الاتحاد للعقارات,1 ش عبد الحميد العشماوى  المعادى  القاهرة.,, +201006483897
465,الاتحاد للعقارات,القطعة 398 -   الحرفيين  القاهرة.,,+20226984105
466,الاحلام للعقارات,بلوك 2 - عمارات العرائس -  المعادى الجديدة  المعادى  القاهرة.,,+20225174357
467,الاحمدى,1 ش الدندراوى  دار السلام  القاهرة.,,+20223597194
468,الاحمدى لتقسيم الاراضى,8 ش السد العالى  البساتين  القاهرة.,,+201007879744 
469,الاحمدى لتقسيم الاراضى,8 ش السد العالى  البساتين  القاهرة.,, +201112019892
470,الاحمدى للعقارات,388 ش احمد الزمر  الحى العاشر  مدينة نصر  القاهرة.,,+20224114329
471,الاخلاص,ش الخمسين  النزهة الجديدة  القاهرة.,,+201003344303 
472,الاخلاص,ش الخمسين  النزهة الجديدة  القاهرة.,, +201065777597 
473,الاخلاص,ش الخمسين  النزهة الجديدة  القاهرة.,, +201002755573
474,الاخلاص,ش اللبان  حدائق المعادى  المعادى  القاهرة.,,+201003089409 
475,الاخلاص,ش اللبان  حدائق المعادى  المعادى  القاهرة.,, +201119770853
476,الاخلاص للاستثمار العقارى,11 ش البترول  المرج الجديدة  القاهرة.,,+201028736238 
477,الاخلاص للاستثمار العقارى,11 ش البترول  المرج الجديدة  القاهرة.,, +201066809720
478,الاخلاص للاستثمار العقارى,9410 ش الجامعة الحديثة  الحى الثامن  المقطم  القاهرة.,,+201123256158 
479,الاخلاص للاستثمار العقارى,9410 ش الجامعة الحديثة  الحى الثامن  المقطم  القاهرة.,, +201003326614
480,الاخلاص للتسويق العقارى,ش احمد محمد على  مصر الجديدة  القاهرة.,,+20221805431 
481,الاخلاص للتسويق العقارى,ش احمد محمد على  مصر الجديدة  القاهرة.,, +201224037604
482,الاخلاص للتسويق العقارى,2 ش نور الهدى  المرج  القاهرة.,,+201200299386 
483,الاخلاص للتسويق العقارى,2 ش نور الهدى  المرج  القاهرة.,, +201146706637
484,الاخلاص للتسويق العقارى,7 ش عثمان بن عفان متفرع من ش جمال عبد الناصر  جسر السويس  القاهرة.,,+201222419431 
485,الاخلاص للتسويق العقارى,7 ش عثمان بن عفان متفرع من ش جمال عبد الناصر  جسر السويس  القاهرة.,, +201114118792
486,الاخلاص للخدمات العقارية,8 عمارات العبور - طريق صلاح سالم  مدينة نصر  القاهرة.,,+20222619154 
487,الاخلاص للخدمات العقارية,8 عمارات العبور - طريق صلاح سالم  مدينة نصر  القاهرة.,, +201000148125 
488,الاخلاص للخدمات العقارية,8 عمارات العبور - طريق صلاح سالم  مدينة نصر  القاهرة.,, +20222615811
489,الاخلاص للعقارات,ش شريف رمزى  المعادى  القاهرة.,,+201147480338
490,الاخلاص للعقارات,ش صالح عابدين  دار السلام  القاهرة.,,+201285524094
491,الاخلاص للعقارات,2 ش يوسف السيد - فايدة كامل  البساتين  القاهرة.,,+201222551759
492,الاخلاص للعقارات,11 ابراج اغاخان -  اغاخان  القاهرة.,,+20222051884
493,الاخلاص للعقارات,50 ش محمد صلاح - كفر الشرفا  المرج  القاهرة.,,+201145674767 
494,الاخلاص للعقارات,50 ش محمد صلاح - كفر الشرفا  المرج  القاهرة.,, +201283377093
495,الاخوة,354 ش احمد سليم  زهراء مدينة نصر  مدينة نصر  القاهرة.,,+201223946053
496,الاخوة المتحدون للمقاولات العمومية والاستثمار العقارى,ش الزهور متفرع من ش الصاعقة  مدينة نصر  القاهرة.,,+201024363410
497,الاخوة المتحدين للتنمية العقارية,11 ش حسنى مبارك متفرع من ش السلاب  عزبة الهجانة  مدينة نصر  القاهرة.,,+201116500083 
498,الاخوة المتحدين للتنمية العقارية,11 ش حسنى مبارك متفرع من ش السلاب  عزبة الهجانة  مدينة نصر  القاهرة.,, +201111672204
499,الاخوة جروب للتسويق العقارى,ش ال شنب  مدينة نصر  القاهرة.,,+201005518120 
500,الاخوة جروب للتسويق العقارى,ش ال شنب  مدينة نصر  القاهرة.,, +201142641179
501,الاخوة لتجارة الاراضى,17 ش كمال حمزة  المرج  القاهرة.,,+201007697949
502,الاخوة للتسويق العقارى,21 ش ابو العتاهية امتداد ش عباس العقاد  الحى الثامن  مدينة نصر  القاهرة.,,+20222741963 
503,الاخوة للتسويق العقارى,21 ش ابو العتاهية امتداد ش عباس العقاد  الحى الثامن  مدينة نصر  القاهرة.,, +201005271845
504,الاخوة للتسويق العقارى والتشطيبات,50 ش مصطفى النحاس تقاطع ش مكرم عبيد  المنطقة السادسة  مدينة نصر  القاهرة.,,+20222734352 
505,الاخوة للتسويق العقارى والتشطيبات,50 ش مصطفى النحاس تقاطع ش مكرم عبيد  المنطقة السادسة  مدينة نصر  القاهرة.,, +201011858064
506,الاخوة للعقارات,1 ش الاتحاد متفرع من ش عبد الحميد مكى  حدائق المعادى  المعادى  القاهرة.,,+20227186049
507,الادهم,11 ش ترعة برلنت  عزبة النخل  القاهرة.,,+201129326668 
508,الادهم,11 ش ترعة برلنت  عزبة النخل  القاهرة.,, +201129346668
509,الادهم للتسويق العقارى,ش محمود عمار  عزبة الهجانة  مدينة نصر  القاهرة.,,+20229289398 
510,الادهم للتسويق العقارى,ش محمود عمار  عزبة الهجانة  مدينة نصر  القاهرة.,, +201229362646
511,الادهم للعقارات,8 ش صلاح حامد  حدائق حلوان  القاهرة.,,+201200671502 
512,الادهم للعقارات,8 ش صلاح حامد  حدائق حلوان  القاهرة.,, +201157444548
513,الارزاق بالله للعقارات,1 ش السوق التجارى  المرج  القاهرة.,,+201278200348
514,الارقم للعقارات,72 ش محمد عزت طموم  جسر السويس  القاهرة.,,+201007006473
515,الارقم للمقاولات والاستثمار العقارى,5 عمارات الامداد والتموين - وحدة 74 - طريق النصر  مدينة نصر  القاهرة.,,+201000485351
516,الاساليب الحديثة للتسويق العقارى,11 ش الكامل محمد  الزمالك  القاهرة.,,+20227362744 
517,الاساليب الحديثة للتسويق العقارى,11 ش الكامل محمد  الزمالك  القاهرة.,, +20227363542
518,الاساليب الحديثة للحلول العقارية,81 ش جوزيف تيتو - الدور 2  النزهة الجديدة  القاهرة.,,+20226215556 
519,الاساليب الحديثة للحلول العقارية,81 ش جوزيف تيتو - الدور 2  النزهة الجديدة  القاهرة.,, +201122285150 
520,الاساليب الحديثة للحلول العقارية,81 ش جوزيف تيتو - الدور 2  النزهة الجديدة  القاهرة.,, +201121220812 
521,الاساليب الحديثة للحلول العقارية,81 ش جوزيف تيتو - الدور 2  النزهة الجديدة  القاهرة.,, +201009653291
522,الاستاذ,18 ش عمر بن الخطاب  مدينة قباء  القاهرة.,,+201113730833
523,الاستاذ للعقارات,5 ش احمد عبد الله  عين شمس الشرقية  القاهرة.,,+201094471678 
524,الاستاذ للعقارات,5 ش احمد عبد الله  عين شمس الشرقية  القاهرة.,, +201094476196
525,الاستاذ للعقارات,16 ش عبد الله رفاعى  المرج  القاهرة.,,+201150758428
526,الاستثمار العقارى,74 مساكن صقر قريش -  المعادى الجديدة  المعادى  القاهرة.,,+201001936238
527,الاستثمار العقارى العربى - اليكو,8 ش محمد الخضر حسين  ارض الجولف  مصر الجديدة  القاهرة.,,+20226901617 
528,الاستثمار العقارى العربى - اليكو,8 ش محمد الخضر حسين  ارض الجولف  مصر الجديدة  القاهرة.,, +20226901627 
529,الاستثمار العقارى العربى - اليكو,8 ش محمد الخضر حسين  ارض الجولف  مصر الجديدة  القاهرة.,, +20224193052 
530,الاستثمار العقارى العربى - اليكو,8 ش محمد الخضر حسين  ارض الجولف  مصر الجديدة  القاهرة.,, +20224193072
531,الاستثمارات العقارية,35 ب كورنيش النيل - الدور 1  كورنيش المعادى  المعادى  القاهرة.,,+20225271293 
532,الاستثمارات العقارية,35 ب كورنيش النيل - الدور 1  كورنيش المعادى  المعادى  القاهرة.,, +20225271295 
533,الاستثمارات العقارية,35 ب كورنيش النيل - الدور 1  كورنيش المعادى  المعادى  القاهرة.,, +20225271294 
534,الاستثمارات العقارية,35 ب كورنيش النيل - الدور 1  كورنيش المعادى  المعادى  القاهرة.,, +20225240547
535,الاسراء للاستثمار العقارى,112 ش غرب السكة الحديد  المرج  القاهرة.,,+201228333644 
536,الاسراء للاستثمار العقارى,112 ش غرب السكة الحديد  المرج  القاهرة.,, +201225857500
537,الاسراء للاستثمار العقارى,ش الخمسين  جسر السويس  القاهرة.,,+201065647553 
538,الاسراء للاستثمار العقارى,ش الخمسين  جسر السويس  القاهرة.,, +201001970056
539,الاسراء للتسويق العقارى,ش 9 متفرع من كورنيش النيل - الدواجن  حلوان  القاهرة.,,+201115392609 
540,الاسراء للتسويق العقارى,ش 9 متفرع من كورنيش النيل - الدواجن  حلوان  القاهرة.,, +201222593541
541,الاسراء للتسويق العقارى,1 ش مصطفى النحاس - عمارة التعاونيات  الحى الثامن  مدينة نصر  القاهرة.,,+20224708922 
542,الاسراء للتسويق العقارى,1 ش مصطفى النحاس - عمارة التعاونيات  الحى الثامن  مدينة نصر  القاهرة.,, +201006307869 
543,الاسراء للتسويق العقارى,1 ش مصطفى النحاس - عمارة التعاونيات  الحى الثامن  مدينة نصر  القاهرة.,, +201127073707
544,الاسراء للعقارات,ش ابراهيم عبد الرازق  عين شمس الشرقية  القاهرة.,,+20224981543
545,الاسراء للعقارات,4 ش 298 متفرع من ش 95  المعادى الجديدة  المعادى  القاهرة.,,+201221306948 
546,الاسراء للعقارات,4 ش 298 متفرع من ش 95  المعادى الجديدة  المعادى  القاهرة.,, +201227729078
547,الاسراء للعقارات,3 أ عمارات الهيئة العربية للتصنيع ش مكرم عبيد  مدينة نصر  القاهرة.,,+201222752515 
548,الاسراء للعقارات,3 أ عمارات الهيئة العربية للتصنيع ش مكرم عبيد  مدينة نصر  القاهرة.,, +201022253878
549,الاسرة,91 مساكن الجيزة -  القطامية  القاهرة.,,+20227581190 
550,الاسرة,91 مساكن الجيزة -  القطامية  القاهرة.,, +201063636101
551,الاسكان والتعمير,5 ش محمد عبيد  مصر الجديدة  القاهرة.,,+20226906888
552,الاسلام للعقارات,ش 298  المعادى الجديدة  المعادى  القاهرة.,,+20227049785
553,الاسلامية,19 ش ادم متفرع من ش منشية التحرير  عين شمس الشرقية  القاهرة.,,+20226335039
554,الاسلامية للاستثمار العقارى,2 ش عبد المنعم رياض  عين شمس  القاهرة.,,+201001671812
555,الاسلامية للتسويق العقارى,7595 ش كلية الصيدلة  الحى السادس  المقطم  القاهرة.,,+201006551092
556,الاسلامية للعقارات,ش ابناء قنا  المرج الجديدة  القاهرة.,,+201229217680 
557,الاسلامية للعقارات,ش ابناء قنا  المرج الجديدة  القاهرة.,, +201205012113
558,الاسلامية للعقارات,2 ش محمود مسلم - مدينة الصفا  المرج  القاهرة.,,+201004273945 
559,الاسلامية للعقارات,2 ش محمود مسلم - مدينة الصفا  المرج  القاهرة.,, +201008579608
560,الاسمر,29 ش الحجاز  روكسى  مصر الجديدة  القاهرة.,,+20222562066 
561,الاسمر,29 ش الحجاز  روكسى  مصر الجديدة  القاهرة.,, +20224523776 
562,الاسمر,29 ش الحجاز  روكسى  مصر الجديدة  القاهرة.,, +20224516909 
563,الاسمر,29 ش الحجاز  روكسى  مصر الجديدة  القاهرة.,, +201225810024
564,الاسناوى,بلوك 18 - مساكن اطلس -  المقطم  القاهرة.,,+201006915230
565,الاسيوطى,36 ش على شحاتة  عين شمس  القاهرة.,,+201117017077
566,الاسيوطى,ش شهداء التحرير  زهراء مدينة نصر  مدينة نصر  القاهرة.,,+201001057335
567,الاسيوطى,31 مساكن اسبيكو القديم -  مدينة السلام  القاهرة.,,+201226486175
568,الاسيوطى للاستثمار العقارى,37 ش 7  المعادى  القاهرة.,,+20223586727
569,الاسيوطى للتسويق العقارى,ش السلام  دار السلام  القاهرة.,,+201148659090 
570,الاسيوطى للتسويق العقارى,ش السلام  دار السلام  القاهرة.,, +201115444161
571,الاسيوطى للعقارات,60 ش الطيران  المنطقة الاولى  مدينة نصر  القاهرة.,,+201271944831 
572,الاسيوطى للعقارات,60 ش الطيران  المنطقة الاولى  مدينة نصر  القاهرة.,, +20222615573
573,الاشراف للاستثمار العقارى,1 ش ابو زهرة  المرج  القاهرة.,,+201149314070
574,الاشراف للاستثمار العقارى,70 ش حسنين دسوقى  حدائق المعادى  المعادى  القاهرة.,,+20223745066 
575,الاشراف للاستثمار العقارى,70 ش حسنين دسوقى  حدائق المعادى  المعادى  القاهرة.,, +201005227012
576,الاشراف للتسويق العقارى,53 ش شهداء التحرير  زهراء مدينة نصر  مدينة نصر  القاهرة.,,+20224114949 
577,الاشراف للتسويق العقارى,53 ش شهداء التحرير  زهراء مدينة نصر  مدينة نصر  القاهرة.,, +20224115050
578,الاشراف للعقارات,15 ش الشيخ ابو النور  مصر الجديدة  القاهرة.,,+20222582396
579,الاشراف للعقارات,13 مساكن سابقة التجهيز - شقة 1  القطامية  القاهرة.,,+20227584750 
580,الاشراف للعقارات,13 مساكن سابقة التجهيز - شقة 1  القطامية  القاهرة.,, +201155728013 
581,الاشراف للعقارات,13 مساكن سابقة التجهيز - شقة 1  القطامية  القاهرة.,, +201003549515 
582,الاشراف للعقارات,13 مساكن سابقة التجهيز - شقة 1  القطامية  القاهرة.,, +201154058419
583,الاشراف للعقارات,3 ش صعب صالح  الالف مسكن  مصر الجديدة  القاهرة.,,+20224987119
584,الاشراف للعقارات,88 ش صعب صالح  عين شمس الشرقية  القاهرة.,,+201222642256 
585,الاشراف للعقارات,88 ش صعب صالح  عين شمس الشرقية  القاهرة.,, +201010220484
586,الاصدقاء للاستثمار العقارى,89 ش محمد فريد ابو حديد  الحى السابع  مدينة نصر  القاهرة.,,+20222720628 
587,الاصدقاء للاستثمار العقارى,89 ش محمد فريد ابو حديد  الحى السابع  مدينة نصر  القاهرة.,, +201111527718 
588,الاصدقاء للاستثمار العقارى,89 ش محمد فريد ابو حديد  الحى السابع  مدينة نصر  القاهرة.,, +201220431906
589,الاصدقاء للاستثمار العقارى,62 ش الجمهورية - مدينة الامل  المرج الجديدة  القاهرة.,,+201004923089 
590,الاصدقاء للاستثمار العقارى,62 ش الجمهورية - مدينة الامل  المرج الجديدة  القاهرة.,, +201006577659
591,الاصدقاء للتسويق العقارى,137 ش مصطفى النحاس  الحى الثامن  مدينة نصر  القاهرة.,,+20222716219
592,الاصدقاء للتسويق العقارى,7 عمارات اول مايو طريق النصر  مدينة نصر  القاهرة.,,+201141704727 
593,الاصدقاء للتسويق العقارى,7 عمارات اول مايو طريق النصر  مدينة نصر  القاهرة.,, +201092336161
594,الاصدقاء للتسويق العقارى,5 ش ذو الفقار  حلوان  القاهرة.,,+201149259440
595,الاصدقاء للعقارات,3 ابراج عثمان - فوق المتوسط - كورنيش النيل  كورنيش المعادى  المعادى  القاهرة.,,+20225282024 
596,الاصدقاء للعقارات,3 ابراج عثمان - فوق المتوسط - كورنيش النيل  كورنيش المعادى  المعادى  القاهرة.,, +201224819908 
597,الاصدقاء للعقارات,3 ابراج عثمان - فوق المتوسط - كورنيش النيل  كورنيش المعادى  المعادى  القاهرة.,, +201002704991
598,الاصدقاء للعقارات,102 ش المطراوى  المطرية  القاهرة.,,+201008056479
599,الاصدقاء للعقارات,49 عمارات صقر قريش -  المعادى  القاهرة.,,+201003608358 
600,الاصدقاء للعقارات,49 عمارات صقر قريش -  المعادى  القاهرة.,, +201220204575
601,الاصدقاء للعقارات,ش الاسماعيلية  العرب  المعادى  القاهرة.,,+201222832093 
602,الاصدقاء للعقارات,ش الاسماعيلية  العرب  المعادى  القاهرة.,, +201227833910
603,الاصدقاء للعقارات,33 ش زاكر حسين  الحى السابع  مدينة نصر  القاهرة.,,+20222734535
604,الاصدقاء للعقارات,5 ش 6 اكتوبر متفرع من ش جمال عبد الناصر  الحرفيين  القاهرة.,,+201221462634 
605,الاصدقاء للعقارات,5 ش 6 اكتوبر متفرع من ش جمال عبد الناصر  الحرفيين  القاهرة.,, +201223758391
606,الاصدقاء للعقارات,25 ش قناة السويس  ميدان سفير  مصر الجديدة  القاهرة.,,+20222417582 
607,الاصدقاء للعقارات,25 ش قناة السويس  ميدان سفير  مصر الجديدة  القاهرة.,, +20226375386
608,الاصدقاء للعقارات,3 ش 288 متفرع من ش الجزائر  المعادى الجديدة  المعادى  القاهرة.,,+20225190515
609,الاصدقاء للعقارات,1 ش احمد زكى  المرج  القاهرة.,,+201004195027 
610,الاصدقاء للعقارات,1 ش احمد زكى  المرج  القاهرة.,, +201126790358
611,الاصدقاء للعقارات,43 ش محمد صلاح - كفر الشرفا  المرج  القاهرة.,,+201024028349
612,الاصدقاء للعقارات,46 ش محمد صلاح - كفر الشرفا  المرج  القاهرة.,,+201119017010
613,الاصيل,112 أ عمارات السويسرى أ -  الحى العاشر  مدينة نصر  القاهرة.,,+20224705069 
614,الاصيل,112 أ عمارات السويسرى أ -  الحى العاشر  مدينة نصر  القاهرة.,, +201006186108
615,الاصيل للعقارات,37 ش عزت سلطان متفرع من ش محمد سلطان - بئر ام سلطان  البساتين  القاهرة.,,+20227186762 
616,الاصيل للعقارات,37 ش عزت سلطان متفرع من ش محمد سلطان - بئر ام سلطان  البساتين  القاهرة.,, +201226437761 
617,الاصيل للعقارات,37 ش عزت سلطان متفرع من ش محمد سلطان - بئر ام سلطان  البساتين  القاهرة.,, +201286554211
618,الاصيلة للاستثمار السياحى,37 ش مكرم عبيد  الحى الثامن  مدينة نصر  القاهرة.,,+20226711645 
619,الاصيلة للاستثمار السياحى,37 ش مكرم عبيد  الحى الثامن  مدينة نصر  القاهرة.,, 16829 
620,الاصيلة للاستثمار السياحى,37 ش مكرم عبيد  الحى الثامن  مدينة نصر  القاهرة.,, +201065127733
621,الاطرش للعقارات,21 ش ابو داوود الظاهرى  مدينة نصر  القاهرة.,,+20233037008 
622,الاطرش للعقارات,21 ش ابو داوود الظاهرى  مدينة نصر  القاهرة.,, +201097271666 
623,الاطرش للعقارات,21 ش ابو داوود الظاهرى  مدينة نصر  القاهرة.,, +201152222100
